Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad,weight_cat,y,yhat,a
Female,21.687409,1.604697,68.016472,yes,yes,1.901611,3.266501,no,no,2.926995,no,0.985872,0.307982,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.455463,1.611,68.107866,yes,yes,1.977298,3.554974,no,no,2.217957,no,0.97812,0.459759,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.0,1.754497,77.956921,yes,yes,2.446872,2.372311,Sometimes,no,1.81031,no,0.094893,1.650778,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Female
Female,21.0,1.752944,77.965532,yes,yes,2.839048,2.10601,Sometimes,no,1.639202,no,1.117311,0.967919,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,19.337404,1.859927,87.105828,yes,yes,2.21232,4.0,Sometimes,no,2.374044,no,2.0,0.622638,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.701643,1.896073,90.52446,yes,yes,2.427689,3.715306,Sometimes,no,2.876096,no,1.815768,0.426465,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.620245,1.605314,66.621646,yes,yes,2.357496,3.376717,Sometimes,no,2.184843,no,1.358185,0.014885,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,21.012569,1.758628,78.370039,yes,yes,3.0,1.0,Sometimes,no,2.0,no,2.971832,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.016623,1.755427,78.300084,yes,yes,3.0,1.0,Sometimes,no,2.0,no,2.877473,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,19.0,1.779882,80.091886,yes,yes,1.078529,1.211606,Sometimes,no,2.568063,no,3.0,0.817983,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,21.0,1.712061,75.0,yes,yes,2.0,3.0,Sometimes,no,1.333707,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.0,1.676014,75.0,yes,yes,2.0,3.0,Sometimes,no,1.164062,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,27.899784,1.7,74.244004,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.722053,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,28.825223,1.765874,82.045045,yes,yes,1.064162,3.98955,Sometimes,no,2.028426,no,0.81517,0.894678,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,26.047077,1.74595,80.018571,yes,yes,1.993101,3.171082,Sometimes,no,2.364498,no,1.224743,0.022245,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_II,Male
Male,23.0,1.690196,75.0,yes,yes,2.620963,3.0,Sometimes,no,2.824559,no,0.754599,2.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,20.0,1.81748,85.0,yes,yes,2.95118,3.0,Sometimes,no,3.0,no,2.433918,0.561602,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,21.832995,1.580964,65.363941,no,yes,2.021446,3.0,Sometimes,no,1.077917,no,0.523847,0.808599,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Female
Female,30.255744,1.652084,73.575981,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.018877,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,30.613586,1.645511,69.168978,yes,yes,2.000466,3.0,Sometimes,no,1.131448,no,0.061366,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,23.245408,1.707968,75.383716,yes,yes,2.5621,3.105007,Sometimes,no,1.172427,no,0.184917,0.923082,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_II,Male
Female,18.0,1.456346,55.523481,no,yes,2.0,3.0,Sometimes,no,1.040342,yes,0.497373,1.783319,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,18.0,1.498561,55.376512,no,yes,2.0,3.0,Sometimes,no,1.274718,yes,0.129902,0.978574,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,16.950499,1.603501,65.0,yes,yes,2.96008,1.0,Sometimes,no,2.0,yes,0.736032,1.344072,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.837058,1.558045,63.597633,no,yes,2.53915,1.590982,Sometimes,no,1.977801,no,1.264616,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,27.0,1.55,62.877347,no,yes,2.244142,1.704828,Sometimes,no,1.0,no,0.792929,0.395468,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Female
Female,35.483601,1.647514,73.91692,yes,no,3.0,2.725012,Sometimes,no,1.62244,no,0.902661,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,23.801436,1.855779,86.098523,yes,yes,2.0,2.372339,Sometimes,no,1.675733,no,1.066241,1.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Male
Male,23.367212,1.853223,87.083266,yes,yes,2.0,1.097312,Sometimes,no,1.328835,no,1.264257,1.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,40.0,1.570811,62.211572,yes,yes,2.253371,3.0,Sometimes,no,2.756916,no,1.016042,0.213437,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,16.38009,1.617124,67.913561,yes,yes,2.851664,1.0,Sometimes,no,2.0,no,0.977929,1.765321,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,16.865984,1.644053,67.439589,yes,yes,1.31415,1.068196,Sometimes,no,1.364957,yes,0.0,0.057926,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,16.093234,1.608914,65.0,yes,yes,1.321028,1.0,Sometimes,no,2.0,yes,0.371452,0.965604,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,18.0,1.647971,68.818893,yes,yes,2.0,1.411685,Sometimes,no,1.859089,no,0.0,1.306,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,18.83919,1.624831,69.975607,yes,yes,2.253998,2.752318,Sometimes,no,2.328331,no,0.815509,0.024088,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Female
Female,19.726522,1.508267,61.10403,no,yes,2.778079,3.0,Sometimes,no,1.696691,yes,0.94224,0.879925,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,18.947102,1.518917,60.267427,no,yes,2.838037,2.737571,Sometimes,no,1.144467,yes,0.753782,1.286844,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,17.781183,1.6,65.0,yes,yes,3.0,2.973504,Sometimes,no,2.0,yes,0.178976,0.166076,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,33.100581,1.838791,87.85785,no,yes,2.814453,2.608055,Sometimes,no,1.85916,no,2.0,0.516084,no,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,33.251015,1.730379,75.920519,yes,yes,2.013782,2.625942,Sometimes,no,1.045586,no,0.553305,0.480214,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,18.985119,1.759117,80.0,yes,yes,2.0,1.411808,Sometimes,no,2.651194,no,2.878414,0.953841,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,18.871917,1.755254,80.0,yes,yes,2.0,1.095223,Sometimes,no,2.474132,no,2.876696,0.7939,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,19.478533,1.804099,85.196279,yes,yes,2.459976,3.30846,Sometimes,no,2.078011,no,1.779646,0.871772,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,19.429723,1.813567,86.144904,yes,yes,2.643183,3.821461,Sometimes,no,2.397124,no,2.044165,0.471663,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,20.979254,1.75655,78.721696,yes,yes,2.0,3.0,Sometimes,no,2.813234,no,0.228753,2.0,Frequently,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,18.869151,1.756774,79.989789,yes,yes,2.0,2.658639,Sometimes,no,2.781628,no,1.955992,1.409198,Frequently,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,18.236087,1.62,69.3899,yes,yes,2.22399,1.0,Sometimes,no,2.20312,no,0.104451,1.899073,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,20.901393,1.709585,75.0,yes,yes,2.104105,3.0,Sometimes,no,1.871033,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,17.08525,1.535618,57.259124,no,yes,1.972545,2.339614,Sometimes,no,1.711074,yes,0.095517,1.191053,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,25.785925,1.818848,87.032398,no,yes,2.286481,1.713762,Sometimes,no,1.797161,no,1.658698,0.926581,no,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,26.787842,1.817641,87.107317,no,yes,2.971588,2.743277,Sometimes,no,1.394883,no,2.0,0.470243,no,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.037514,1.636592,70.0,no,yes,2.0,1.0,no,no,2.881677,no,0.915699,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.00829,1.621412,70.0,no,yes,2.0,1.0,no,no,2.795651,no,0.80873,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,26.70371,1.802871,85.770013,yes,yes,2.872121,3.051804,Sometimes,no,2.111913,no,0.843709,0.153559,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Male
Male,21.731497,1.696201,75.399191,yes,yes,2.109162,3.245148,Sometimes,no,1.971774,no,0.989335,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.052894,1.694633,75.0522,yes,yes,2.178889,3.563744,Sometimes,no,1.853991,no,0.997731,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,21.0,1.618148,68.981403,yes,yes,1.142468,3.0,no,no,2.197732,no,0.827506,0.572877,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,19.241058,1.856811,88.633616,yes,yes,2.047069,3.829101,Sometimes,no,1.641022,no,1.554817,0.248218,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,38.939448,1.738321,86.934846,no,yes,2.843709,3.058539,Sometimes,no,1.130079,no,2.834373,0.044954,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,39.965474,1.739293,80.914382,no,yes,2.416044,3.196043,Sometimes,no,1.352649,no,0.148628,1.08266,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,20.261925,1.807538,85.316125,yes,yes,2.0,3.0,Sometimes,no,1.968011,no,1.072662,0.776758,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,20.31094,1.849425,85.228116,yes,yes,2.146598,3.0,Sometimes,no,2.100112,no,1.17116,0.833761,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.420537,1.712473,75.0,yes,yes,2.0,3.0,Sometimes,no,1.362642,no,0.921268,0.139013,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,18.845518,1.753471,80.0,yes,yes,2.0,1.391778,Sometimes,no,2.64548,no,2.685087,0.97554,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,23.562135,1.717432,75.371244,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.121585,1.967259,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,23.118327,1.677573,75.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.334579,1.905826,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,33.732714,1.679725,74.885222,yes,yes,3.0,1.13715,Sometimes,no,1.000695,no,0.261274,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.571288,1.600914,68.058902,yes,yes,1.766849,3.322522,Sometimes,no,2.616285,no,0.943058,0.256977,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.165574,1.617749,68.908136,yes,yes,1.188089,3.269088,Sometimes,no,2.039535,no,0.779686,1.043108,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Female
Male,21.0,1.610209,68.865008,no,yes,1.910176,2.938135,no,no,2.943097,no,0.997202,0.207922,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.0,1.612556,69.463458,no,yes,2.0,1.259628,no,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,38.692265,1.548178,62.341438,yes,yes,2.956671,2.965494,Sometimes,no,2.868132,no,0.0,0.54925,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,38.952866,1.568441,62.855073,yes,yes,2.002796,3.0,Sometimes,no,2.526775,no,0.271174,0.806069,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,36.631456,1.532322,62.417228,yes,yes,2.288604,2.845307,Sometimes,no,2.638164,no,0.0,0.990741,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.996118,1.730199,78.997062,yes,yes,2.277077,1.0,Sometimes,no,2.0,no,1.061743,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.951309,1.730167,78.429312,yes,yes,2.138334,1.0,Sometimes,no,2.0,no,2.269058,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,22.018228,1.627396,70.0,no,yes,2.0,1.0,no,no,2.976177,no,0.780117,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.0,1.62,70.0,no,yes,2.0,1.0,no,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.0,1.62,70.0,no,yes,2.0,1.0,no,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.0,1.62,70.0,no,yes,2.0,1.0,no,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,29.934465,1.638744,69.242354,yes,yes,2.029634,3.0,Sometimes,no,1.827515,no,0.480206,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,31.166572,1.680858,71.81338,yes,yes,2.048216,3.0,Sometimes,no,1.305816,no,0.170452,0.276806,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,20.534606,1.758372,79.469513,yes,yes,2.8557,1.0,Sometimes,no,2.663861,no,2.762711,0.783336,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,19.97166,1.822573,85.084364,yes,yes,2.995599,3.095663,Sometimes,no,2.568157,no,2.7243,0.330457,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,19.627,1.815409,85.302146,yes,yes,2.987148,3.483449,Sometimes,no,2.359246,no,2.060415,0.598999,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.929387,1.698049,75.0,yes,yes,2.0,3.0,Sometimes,no,2.763573,no,1.502711,0.127879,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,21.009437,1.60681,67.773914,yes,yes,2.0,3.156309,no,no,3.0,no,1.179592,0.086868,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.538225,1.610327,67.999778,yes,yes,1.887951,3.728377,no,no,2.682107,no,1.123931,0.492528,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,22.828435,1.710415,75.142858,yes,yes,2.786008,3.0,Sometimes,no,2.526193,no,0.925118,2.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,22.814657,1.716289,75.688433,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.092344,1.466496,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Male
Male,19.576682,1.834715,89.429199,yes,yes,2.342323,3.60885,Sometimes,no,2.878866,no,2.0,0.208323,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,21.814653,1.611822,67.140367,yes,yes,1.874935,3.370362,Sometimes,no,2.558773,no,1.206121,0.271024,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.979769,1.6,66.126964,yes,yes,2.213135,3.0,Sometimes,no,2.046766,no,2.172546,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.0,1.753578,77.97917,yes,yes,2.273548,2.39007,Sometimes,no,1.648404,no,0.874643,1.102696,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.0285,1.742364,78.664618,yes,yes,2.780699,1.101404,Sometimes,no,1.579207,no,1.153775,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,18.721041,1.775626,80.113493,yes,yes,1.687569,2.756405,Sometimes,no,2.079131,no,2.931527,0.68173,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Male
Male,21.0,1.714253,75.0,yes,yes,2.0,3.0,Sometimes,no,1.081597,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.0,1.693628,75.0,yes,yes,2.0,3.0,Sometimes,no,1.833055,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,29.463168,1.659172,71.170001,yes,yes,2.0,3.0,Sometimes,no,1.281683,no,1.609801,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,24.284861,1.776347,82.329047,yes,yes,1.989905,3.054899,Sometimes,no,2.080968,no,1.107543,0.939726,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Male
Male,26.288417,1.767806,82.694689,yes,yes,1.947405,3.118013,Sometimes,no,2.136159,no,0.783963,0.88868,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,23.455324,1.702516,75.0,yes,yes,2.162519,3.0,Sometimes,no,2.152666,no,1.078074,1.502839,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,19.637203,1.814182,85.301029,yes,yes,2.923916,3.335876,Sometimes,no,2.372444,no,1.305633,0.311436,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,22.239836,1.59994,65.423942,no,yes,2.99448,3.0,Sometimes,no,1.706568,no,0.784216,0.150969,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,31.62638,1.666023,72.906186,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.301385,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,23.0,1.701584,75.093569,yes,yes,3.0,3.205009,Sometimes,no,2.643468,no,0.998039,1.898139,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,22.874658,1.713343,75.828119,yes,yes,2.507841,3.648194,Sometimes,no,1.279756,no,0.132629,1.82753,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,17.420269,1.489409,53.620604,no,yes,1.836554,1.865238,Sometimes,no,2.0,yes,0.320209,1.969507,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,17.807828,1.518067,55.822119,no,yes,1.773265,2.118153,Sometimes,no,1.075239,yes,0.085388,1.915191,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,16.240576,1.616533,65.062945,yes,yes,2.388168,1.0,Sometimes,no,1.438018,yes,0.110887,1.165817,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,23.252457,1.589616,65.127324,no,yes,2.286146,2.961113,Sometimes,no,2.657303,no,1.91108,1.618227,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,34.772902,1.675612,73.501233,yes,yes,3.0,2.400943,Sometimes,no,1.509734,no,0.167125,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Female
Male,22.766227,1.874061,89.754302,yes,yes,2.0,2.870005,Sometimes,no,1.15031,no,0.417724,1.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,39.214514,1.580765,62.631382,yes,yes,2.487167,3.0,Sometimes,no,2.396977,no,0.577063,0.435072,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Female
Male,19.858973,1.62,69.575315,no,yes,2.185938,1.0,no,no,2.81353,no,1.0,1.110222,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,16.370009,1.613921,66.738769,yes,yes,2.206399,1.0,Sometimes,no,2.0,yes,0.94893,1.772463,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,17.992717,1.618683,67.193585,yes,yes,1.952987,1.0,Sometimes,no,1.334856,yes,0.732276,1.890214,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,19.179932,1.637537,70.0,yes,yes,2.0,1.030416,Sometimes,no,2.118716,no,0.529259,0.0,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Male
Female,19.621545,1.566524,61.616,no,yes,2.908757,2.696051,Sometimes,no,1.622827,yes,0.539952,0.001096,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,19.755797,1.542328,63.856193,no,yes,2.628791,2.762883,Sometimes,no,1.512035,yes,0.303722,0.003229,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,17.099015,1.6,65.0,yes,yes,3.0,2.401341,Sometimes,no,2.0,yes,0.663896,1.753745,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,17.25813,1.600184,65.0,yes,yes,2.749629,2.298612,Sometimes,no,2.0,yes,0.547515,1.619473,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,29.153907,1.773656,87.070234,no,yes,1.595746,3.618722,Sometimes,no,1.274389,no,1.504003,0.370067,no,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,32.278869,1.64602,74.147443,yes,yes,2.885178,2.562895,Sometimes,no,1.017006,no,0.588673,0.916291,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
